0,9081.202664758126
1,9230.033875922876
2,11345.655689909476
3,12583.142198300098
4,0.0
5,6015.522495463083
6,8572.857128056206
7,7249.046150709883
8,7246.547093345265
9,8100.000549997115
10,8176.182775677627
11,0.0
12,6015.522495463083
13,9669.928984485765
14,9081.202664758126
15,9230.033875922876
16,11345.655689909476
17,12583.142198300098
18,0.0
19,6015.522495463083
20,9708.474242653765
21,8387.15402693602
22,7521.669463708821
23,9489.17824176789
24,10900.084752784245
25,0.0
26,6015.522495463083
27,11138.024275137985
28,10785.83501032587
29,10951.497491910868
30,11553.878033054905
31,12991.70620433163
32,0.0
33,6015.522495463083
34,9708.474242653765
35,8387.15402693602
36,7521.669463708821
37,9489.17824176789
38,10900.084752784245
39,0.0
40,6015.522495463083
41,11138.024275137985
42,10785.83501032587
43,10951.497491910868
44,11553.878033054905
45,12991.70620433163
46,0.0
47,6015.522495463083
48,7189.816567761775
49,6932.508858489905
50,7436.4143629212085
51,8818.377113034963
52,0.0
53,4276.367168407781
54,5541.942595483943
55,5486.221704490463
56,4886.226451811432
57,5317.4732924669825
58,5407.532630051795
59,0.0
60,4276.367168407781
61,6773.974280798277
62,7189.816567761775
63,6932.508858489905
64,7436.4143629212085
65,8818.377113034963
66,0.0
67,4276.367168407781
68,5154.651047683798
69,5246.30083169472
70,4521.955896345443
71,6227.357920255673
72,6382.976139088001
73,0.0
74,4276.367168407781
75,6219.565765544647
76,7386.772008732014
77,7238.14438825064
78,6892.494941959458
79,8475.004424558894
80,0.0
81,4276.367168407781
82,5154.651047683798
83,5246.30083169472
84,4521.955896345443
85,6227.357920255673
86,6382.976139088001
87,0.0
88,4276.367168407781
89,6219.565765544647
90,7386.772008732014
91,7238.14438825064
92,6892.494941959458
93,8475.004424558894
94,0.0
95,4276.367168407781
96,5549.168857058258
97,5992.750766169846
98,6537.209855221972
99,7834.688050089951
100,0.0
101,4541.122955881647
102,4833.148680311133
103,4106.014176977566
104,4213.258018895083
105,4143.7216445198355
106,4621.854208050115
107,0.0
108,4541.122955881647
109,5924.25357363004
110,5549.168857058258
111,5992.750766169846
112,6537.209855221972
113,7834.688050089951
114,0.0
115,4541.122955881647
116,4833.148680311133
117,4106.014176977566
118,4213.258018895083
119,4143.7216445198355
120,4621.854208050115
121,0.0
122,4541.122955881647
123,5924.25357363004
124,5549.168857058258
125,5992.750766169846
126,6537.209855221972
127,7834.688050089951
128,0.0
